	Alternate Symbols
FGD6	FLJ11183,ZFYVE24
DEFA8P	DEFAP1
DGCR11	DGS-D
PYHIN1	IFIX,MGC23885
HSD17B7P2	HSD17B7,bA291L22.1
ZFP90	KIAA1954,NK10,ZNF756
TXNL1	TRP32,Txl
PECR	HSA250303,SDR29C1,TERP
KIAA1199	IR2155535,TMEM2L
TMPRSS9	
OR51F3P	
WDFY4	Em:AC060234.3,FLJ45748,KIAA1607
ZNF451	KIAA0576,KIAA1702,dJ417I1.1
ZNF526	KIAA1951,MGC4267
KRTCAP2	KCP2
KCMF1	DEBT91,DKFZP434L1021,PCMF,ZZZ1
GLIS3-AS1	MGC16153
DUSP21	
OLFML2A	FLJ00237
TP53I11	PIG11
RWDD1	PTD013
FRYL	DKFZp686E205
HES5	bHLHb38
SBNO1	FLJ10701,FLJ10833,MOP3,Sno
CALML6	CAGLP
LRRK2	DKFZp434H2111,FLJ45829,RIPK7,ROCO2
MTUS1	ATBP,ATIP1,DKFZp586D1519,FLJ14295,ICIS,KIAA1288,MP44,MTSG1
NCBP2L	
USMG5	DAPIT,MGC14697,bA792D24.4
OR2AO1P	
SLITRK2	CXorf2,KIAA1854
DYX8	
ZDHHC18	DKFZp667O2416
RAB43	ISY1,RAB11B,RAB41
TUSC2	C3orf11,FUS1
LPHN3	KIAA0768,LEC3
BTLA	BTLA1,CD272
BRMS1L	FLJ39177,MGC11296
ZNF443	ZK1
C15orf27	FLJ38190
G6PC3	UGRP
OR5AO1P	
PSPC1	FLJ10955,PSP1
HSBP1P1	
PDZD11	
TYSND1	MGC34695,NET41
SAMD11	MGC45873
XKRYP3	
COPS8	COP9,CSN8,MGC1297,SGN8
NAGS	AGAS,ARGA,NAT7
NPAS3	MOP6,PASD6,bHLHe12
BLZF2P	
SLC6A19	
CLEC4F	FLJ39110,KCLR
ZNF584	FLJ39899
SSX6	psiSSX2
KRTAP10-8	KAP10.8,KRTAP18.8
OR2T35	
NKIRAS2	DKFZP434N1526,KBRAS2,kappaB-Ras2
IPO4	FLJ23338,Imp4
GREM2	CKTSF1B2,DAND3,FLJ21195,Prdc
CARM1P1	
CHST12	C4S-2,C4ST2
PRDX2P1	
BICD2	KIAA0699
HCP5P2	
TEX36	bA383C5.1
SNX27	KIAA0488,MGC20471,MY014
OR52A4	
NASPP1	
CHD5	
ZBTB5	KIAA0354
PKD1P4	
IQCB2P	dJ313I6.1
ZNF114P1	
ZNF623	KIAA0628
OR8T1P	
ZNF500	KIAA0557,ZKSCAN18,ZSCAN50
DNM1DN17	
SLC16A12	MCT12
ZFP62	FLJ34231,ZET,ZNF755
FAM47B	FLJ35782
FAM213A	MGC4248,PAMM
POU6F2	RPF-1
THUMPD3	DKFZP434F091
PSMA8	MGC26605,PSMA7L
VN1R2	V1RL2
PVRL3	CD113,CDw113,DKFZP566B0846,PPR3,PVRR3,nectin-3
SATL1	
TMEM9B-AS1	
RAB3GAP1	KIAA0066,RAB3GAP,RAB3GAP130,WARBM1
CDY12P	
SNORD73B	U73B
FABP5P6	
KLHL10	FLJ32662
KRTAP19-2	KAP19.2
RPSAP2	bA60E24.1
FSTL4	KIAA1061
DNM1DN14@	
BET1L	GOLIM3,GS15
KLHL30-AS1	
METRNL	
CYBRD1	CYB561A2,DCYTB,FLJ23462,FRRS3
DCDC1	
MRPL49P2	
CDY6P	
SLC25A27	FLJ33552,UCP4
TAS2R64P	T2R64,T2R64P
IFNK	
FAM78A	FLJ00024
VPS13D	FLJ10619,KIAA0453
SDHAL2	
CILP2	MGC45771
OR2AS2P	
OFD1P5Y	
GPRASP1	
PDLIM3	
ZNF565	FLJ36991
OR8U1	
TAF9P1	
HCG21	AB023048.2,NCRNA00150
PSMC1P1	bcm3415
BTF3P2	
LIN9	TGS
MNF1	Cbp6,M19,MGC14833,bA6B20.2
OR6C4	
ARL4P	Em:AC022390.2
CCDC12	MGC23918
C14orf56	
GPR139	PGR3
ERC1	CAST2,ELKS,KIAA1081,MGC12974
SHC2	SCK,SHCB,SLI
TAS2R15	PS8,T2R15
RAB11FIP5	GAF1,KIAA0857,RIP11,pp75
ZCCHC6	FLJ13409,KIAA1711,PAPD6
ATP13A3	AFURS1
MRP63P8	
USP30	FLJ40511,MGC10702
SARM1	KIAA0524,SAMD2,SARM
RPS12P1	
ARMCX4	MGC40053
MYETS1	
OR1M4P	
KRTAP12-1	KAP12.1,KRTAP12.1
BMIQ3	
TMEM47	BCMP1,DKFZP761J17121,DKFZp564E153
C1GALT1	C1GALT,T-synthase
LDOC1L	DKFZp761O17121,Mar6,Mart6,dJ1033E15.2
L2HGDH	FLJ12618
MS4A12	FLJ20217,Ms4a10
NUDT14	UGPP
CRAC1	HMPS
SUPT20HL1	
GRHL1	LBP-32,MGR
FBXO40	Fbx40,KIAA1195
SLC35A4	
OR2A42	
EIF1AXP1	
BMP2KL	
GPR174	FKSG79
GFM1	EFGM,EGF1,GFM
SCA20	
FNBP4	KIAA1014
FHL5	FLJ33049,dJ393D12.2
ARL14	FLJ22595
AK8	FLJ32704
TATDN1	CDA11
ATXN3	ATX3,JOS
PITPNM3	NIR1,RDGBA3
ADPGK	ADP-GK,DKFZp434B195
P2RY12	HORK3,P2Y12,SP1999
ANKRD9	
SIGLEC16	Siglec-P16
RBMY2MP	
CXorf36	DIA1R,FLJ14103
SNX16	
SDCCAG3P1	
FGFR1OP2	DKFZp564O1863
RNF165	ARKL2
MRPL37P1	HsT4307
TMED1	IL1RL1LG,Il1rl1l,MGC1270,ST2L
SCOC	HRIHFB2072,SCOCO
DYDC1	DPY30D1,bA36D19.5
DYNLL1	DLC1,DLC8,LC8,hdlc1
TRAPPC3	BET3
CGNL1	FLJ14957,JACOP,KIAA1749,paracingulin
RAC1P1	HsT2789
KIAA1009	QN1
FUOM	FLJ26016,FucM,FucU
HIST1H3PS1	H3F3AP1,dJ45P21.6
RND1	ARHS,RHOS,Rho6
C5orf9	
CORIN	ATC2,CRN,Lrp4,PRSC,TMPRSS10
TMIE	
SPCS1	HSPC033,SPC1,SPC12,YJR010C-A
OR51C4P	
LCN1P1	bA430N14.2
C7orf34	CTM-1
EBF3	COE3,DKFZp667B0210
HOMER1	HOMER-1B,SYN47,Ves-1
LRRTM4	FLJ12568
C9orf43	MGC17358
PHF10	FLJ10975,XAP135
HNRNPA1P7	
RFWD2P	
ZNF350	ZBRK1,ZFQR
TIRAP	Mal,wyatt
TRAPPC6B	
C16orf45	FLJ32618
OXSR1	KIAA1101
SERINC1	KIAA1253,TDE1L,TMS-2
ZNF527	KIAA1829
DIO3OS	DIO3-AS1,NCRNA00041
CENPQ	CENP-Q,FLJ10545
ASH2LP1	
DEGS2	DES2,FADS8
ACMSD	
THAP8	FLJ32891
ISOC1	CGI-111
HMGA1P2	HMGIYL2
LRRC73	dJ337H4.2
KCTD16	KIAA1317
ARHGAP21	ARHGAP10,KIAA1424
CCNL2	HLA-ISO,PCEE,SB138,ania-6b
TNN	
HCG11	FLJ14049,FLJ30357,bK14H9.3
TWIST2	DERMO1,Dermo-1,bHLHa39
RBMY2FP	MGC26641
FERD3L	N-TWIST,NATO3,bHLHa31
KIAA1598	shootin-1,shootin1
CDY20P	
CYP17A1-AS1	bA753C18.3
CDY11P	
HERC5	CEB1
RTN4RL1	DKFZp547J144,NGRH2,NgR3
UHMK1	KIS,Kist
BCL9L	DLNB11
KIAA0101	NS5ATP9,OEATC-1,p15(PAF)
DDX51	
HCG4P4	HCGIV-04,HCGIV-4,HCGIV.3
TAS2R12P	T2R12
CCDC13	FLJ25467
PLA2G4D	cPLA2delta
PRSS35	MGC46520,dJ223E3.1
ADSSL1	FLJ38602
BMS1LP1	
FAM209A	dJ1153D9.3
KDELC1	EP58,MGC5302
MTO1	
C18orf58	
COX20P1	bA119F7.2
RWDD3	DKFZP566K023
SCRN3	FLJ23142
HIST1H2APS3	H2AFUP,dJ34B20.8
ZNF454	FLJ37444
ERVK-7	HERV-K(III),HERV-K102
CTIF	
ZNF648	FLJ46813
ANKRD30A	NY-BR-1
TMEM14A	C6orf73,PTD011
DHRS7	SDR34C1,retDSR4
SAPCD1	NG23
DKKL1	CT34,SGY-1
MFAP3L	KIAA0626,NYD-sp9
PRRG4	TMG4
C1GALT1C1	C1GALT2,COSMC
ARL11	ARLTS1,FLJ33930
CHCHD2	
FAM19A2	TAFA-2
EDA2R	EDA-A2R,EDAA2R,TNFRSF27,XEDAR
C14orf119	FLJ20671
CHD6	CHD5,FLJ22369,KIAA1335,RIGB,dJ620E11.1
PDZRN4	DKFZp434B0417,FLJ33777,IMAGE5767589,LNX4
NEXN	NELIN,nexilin
MRPS35P3	
DEPDC1	DEP.8,DEPDC1A,FLJ20354,SDP35
RBM23	FLJ10482
VASN	
RNF157	KIAA1917
ASCC1	ASC1p50,CGI-18,Em:AC022392.3
FASTKD2	
KRTCAP3	KCP3
SRP72P2	dJ274L14.2
ZBED3	MGC15435
FKBP1C	bA184C23.2
NELFE	D6S45,NELF-E,RD,RDP
CLEC10A	CD301,HML,HML2
ZSWIM4	FLJ12221
LENG9	
TAOK3	DPK,JIK,MAP3K18
RNF182	MGC33993
BTBD11	FLJ33957
GPR151	GALR4,PGR7
CDY18P	
PADI6	
CNDP2	CN2,CPGL,FLJ10830,HsT2298
ARL13B	DKFZp761H079,JBTS8
HES4	bHLHb42
SYNE1	8B,ARCA1,CPG2,KIAA0796,MYNE1,Nesp1,Nesprin-1,SCAR8,SYNE-1B,dJ45H2.2,enaptin
TENC1	C1-TEN,KIAA1075,TNS2
ING4	my036,p29ING4
TERF2IP	RAP1
MGA	FLJ12634,KIAA0518,MAD5,MXD5
UBTD1	FLJ11807
MIXL1	MILD1,MIXL
THUMPD2	MGC2454
ACN9	DC11
STXBP5L	KIAA1006,LLGL4
RN7SL3	7L30.2,RNSRP3
VRK3PS	
YTHDF3	FLJ31657
FBXL20	Fbl2,Fbl20,MGC15482
PDHX	DLDBP,E3BP,OPDX,PDX1,proX
SLC29A4	ENT4,FLJ34923
C7orf25	MGC2821
FAM43B	FLJ44952
RAB42	MGC45806
YY2	ZNF631
KRTAP10-7	KAP10.7,KAP18.7
ZFAND4	FLJ40185
PCGF1	MGC10882,NSPC1,RNF68
TNNI3K	CARK
FKRP	LGMD2I,MDC1C
FANK1	
ACAD10	MGC5601
CDY4P	
CHST13	C4ST3
HCP5P3	
STYK1	DKFZp761P1010,NOK,SuRTK106
GPRASP2	FLJ37327,GASP2
TNFRSF12A	CD266,FN14,TweakR
HPLH1	FHL1
ST7-OT3	NCRNA00026
RPL21P10	
COX20	FLJ43269
SLC16A11	FLJ90193,MCT11
MOCS3P1	
DFNB39	
IFT74	CMG-1,CMG1,FLJ22621
ZNF624	KIAA1349
ALG5	bA421P11.2
CEBPZ	CBF2,CTF2
KRT25	
ASAH2B	ASAH2L,bA449O16.3
SLAMF7	19A,CD319,CRACC,CS1
ASB15	FLJ43370
RPL7L1	dJ475N16.4
NKX1-2	bB238F13.2
C3orf20	DKFZP434N1817
LSM10	MGC15749
C6orf99	yR211F11.1
SPATA8	MGC44294
NUDT16L1	SDOS
ANKRD30BP1	PRED4
DGCR9	DGS-A,POM121L5P
NXPE3	MGC15606
C2orf16	DKFZp434G118
ICOSLG	B7-H2,B7H2,B7RP-1,B7RP1,CD275,GL50,ICOS-L,KIAA0653
RABGAP1	GAPCenA,TBC1D11
MRP63P7	
SPOCK3	testican-3
MAD2L1P1	
RBM4B	MGC10871,RBM4L,ZCCHC15,ZCCHC21B,ZCRB3B
AQP12A	
KLK15	ACO,HSRNASPH,prostinogen
SUMF1	FGE,UNQ3037
FRMPD4	KIAA0316
BEX2	DJ79P11.1
HECA	HDC,HDCL,dJ225E12.1,hHDC
MTCO3P1	U92032.1
ABI2	ABI-2,ABI2B,AIP-1,AblBP3,SSH3BP2,argBPIA
RNF126P1	
CXorf48	CT55,FLJ20527
ZNF566	FLJ14779,MGC12515
TMEM251	DKFZP564F1123
KRTAP19-3	KAP19.3
KRTAP10-12	KAP10.12,KRTAP18.12
HLA-S	HLA-17
ARMCX3	ALEX3
ABI1P1	
ABI3BP	DKFZP586L2024,NESHBP,TARSH
PHF21A	BHC80,BM-006,KIAA1696
SCUBE3	FLJ34743
PDIA6	ERp5,P5
FABP5P5	
ZNF96P1	
ZNF600	DKFZp686F06123,KR-ZNF1
CYB561D2	101F6,TSP10
PKD1P3	
CLPSL2	UNQ3045,dJ510O8.5
DDIT4	Dig2,FLJ20500,REDD-1,REDD1,RTP801
ATP5AP4	
CDY22P	
RAB11FIP4	FLJ00131,KIAA1821,MGC11316,RAB11-FIP4
SSR4P1	MGC10960,PRED57,PRED90
RBMY2WP	
SCOCP1	
FSTL5	DKFZp566D234,KIAA1263
TAF9P2	
SNORD14B	U14,U14B
SLC9A3P2	
C9orf38	PRO0365
NRIP2	DKFZP761G1913
ZNF395	DKFZp434K1210,HDBP2,PBF,PRF-1
SLC25A24	APC1,DKFZp586G0123
FOXK1	IMAGE:5164497
AJUBA	MGC15563
HCG20	AB023051.1,NCRNA00149
YTHDF1P1	
MYO18A	KIAA0216,MysPDZ
YPEL2	FKSG4
RNF135	MGC13061
MRGPRD	mrgD
ABHD10	FLJ11342
SHOX	GCFX,PHOG,SHOXY,SS
CYTL1	C17,C4orf4
DFNA50	
GIMAP1	HIMAP1,IMAP1,IMAP38
KRTAP23-1	KAP23.1
TAS2R62P	T2R62,TAS2R62
DCDC2	DCDC2A,KIAA1154,RU2
ANP32A-IT1	FLJ11722,HsT18971
SBDS	CGI-97,FLJ10917,SDS,SWDS
SLC35D1	KIAA0260,UGTREL7
DPEP3	
ULK4	FAM7C1,FLJ20574,REC01035
ZNF514	FLJ14457
ODF4	CT136,OPPO1
CIAPIN1	Anamorsin
NANS	SAS
ZNF616	MGC45556
WAC	BM-016,FLJ31290,MGC10753,PRO1741,Wwp4
GAS2L3	
HSPA14	HSP70-4,HSP70L1
VCY1B	BPY1B
BSPRY	FLJ20150
TAS2R36	T2R36
ARL5B	
MOXD1	DKFZP564G202,MOX,dJ248E1.1
MBOAT1	LPEAT1,MGC44669,dJ434O11.1
SUMO4	dJ281H8.4
RGL3	FLJ32585
XPO5	KIAA1291
RHPN2	
ALG1	HMAT1,HMT-1
FBXL14	Fbl14,MGC40195
SCLY	SCL
NOL6	FLJ21959,MGC14896,MGC14921,MGC20838,Nrap,UTP22,bA311H10.1
TOPORS	LUN,TP53BPL
RBMY2XP	
LINC00472	FLJ13189,dJ288M22.3
ATP13A4	DKFZp761I1011,FLJ37958
PIK3AP1	BCAP,FLJ35564
CYB5R1	humb5R2
MSRB2	CBS-1,CBS1,CGI-131,PILB
CYP4A22	
UNGP3	
SEC14L4	TAP3,dJ130H16.5
KIAA0368	ECM29,FLJ22036
ARHGAP22	RhoGAP2
CTAG1A	ESO1,LAGE2A
NAT6	FUS2
CCDC178	FLJ44050
THAP11	CTG-B43a,CTG-B45d,HRIHFB2206
PDCL3	VIAF1
POLN	
DFNA53	
TRMT10A	MGC27034,TRM10
SAT2	SSAT2
CPOX	CPX,HCP
C10orf126	MGC45541,bA492M23.1
RPL7AP5	
ETV7	TEL-2,TEL2
RNF180	
ANKRD30B	NY-BR-1.1
CPNE8	
GALM	
NEK2P1	
KRTAP6-2	KAP6.2
TCP1L3	
HCP5P8	
KRT124P	HBA
HSDL2	SDR13C1
PODN	MGC24995,PCAN,PODOCAN,SLRR5A
FRAS1	FLJ14927,FLJ22031,KIAA1500
AUNA1	
EXOC3L4	
RRAGA	FIP-1
SERPINH1P1	bA571F15.6,pshsp47
TFCP2L1	CRTR1,LBP-9
SLC25A29	FLJ38975
GCSAM	HGAL,MGC40441
ID2B	
HCG4P11	HCGIV-11,HCGIV.10
CDY3P	
POMT2	LGMD2N
RHBDF2	FLJ22341,RHBDL5
PIM3	
DFNA31	
SNX24	SBBI31
C10orf138	
SLC7A13	AGT-1,XAT2
FBXW12	Fbw12
RIMS3	NIM3,RIM3
TUBBP3	
CEP57L1	MGC21731,bA487F23.2
CCNL1	ania-6a
ZNF540	DKFZp547B0714
ST7-OT4	NCRNA00042
TBC1D19	FLJ11082
C19orf12	DKFZP762D096,MGC10922,NBIA3
EPS8L2	FLJ21935,FLJ22171,MGC3088
IPO13	IMP13,KIAA0724,RANBP13
EPC1	Epl1
NEBL	
HCG4P7	HCGIV-07,HCGIV-7,HCGIV.C
HDGFL1	dJ309H15.1
ADTRP	AIG1L,dJ413H6.1
MKL2	FLJ31823,MRTF-B
AIS1	
GPR149	IEDA,PGR10
HNRPUP	
THAP9	FLJ34093
SCIN	KIAA1905,adseverin
KRTAP5-2	KRTAP5-8,KRTAP5.2
KRT18P5	
TRIM48	RNF101
CORS2	
SDK2	FLJ10832,KIAA1514
WDTC1	ADP,DCAF9,KIAA1037
ZNF524	MGC23143
BMIQ4	
RPS10P1	RPS10p,dJ34B20.13
OR7E155P	
RDH11	ARSDR1,MDT1,SDR7C1
DEPDC4	DEP.4,FLJ33505
NUTMF	DKFZp434I1117
HLA-U	Em:AB023056.13
CYCS	HCS
ZSWIM5	KIAA1511
RPS15AP2	
ZMYND10	BLU
PRAP1	UPA
ISOC2	FLJ23469
WDR96	FLJ22944,FLJ36006,bA373N18.2
HMGA1P1	HMGIYL1
MAPK6PS2	
NUDT9P1	MGC34007,bA56M3.1
RNF141	ZFP26,ZNF230
UBDP1	dJ994E9.3
STARD3	MLN64,es64
MTCO1P2	
NUPL1	KIAA0410
TCHHL1	
MRPL2P1	
OR6C71P	
OR5J2	
RPL30BP	
ZNF583	FLJ31030
KLHL20	KHLHX,KLEIP
RPL13AP6	bA348N5.5
OR2L13	
POPDC2	POP2
CDC37L1	CDC37B,FLJ20639,HARC
IER2	ETR101
WRNIP1	FLJ22526,bA420G6.2
HRH4	AXOR35,GPCR105,GPRv53,H4R,HH4R
ZNF491	FLJ34791
ANGEL1	
RBM26	ARRS2,FLJ20957,PRO1777,SE70-2,ZC3H17
RBM22	Cwc2,FLJ10290,ZC3H16,fSAP47
SLC6A18	FLJ31236,Xtrp2
YTHDF2P1	HGRG8,NY-REN-2
RPL37P4	RL37P2
CHURC1	FLJ33064,My015
C14orf93	FLJ12154
PDSS1	COQ1,TPT
PTCHD4	FLJ41841,dJ402H5.2
USP32	NY-REN-60,USP10
ARHGAP11A	KIAA0013
C14orf88	
GPR128	FLJ14454
DYX6	
DAPL1	
XKRYP5	
FOXJ2	FHX
OR2T10	
SLC45A1	
DNM1DN4@	
OR2T32P	
SLC52A2	D15Ertd747e,FLJ11856,GPCR41,PAR1,RFVT2,hRFT3
ZNF621	FLJ45246
FOXN4	
LARS2	KIAA0028,LEURS,MGC26121
GPAM	GPAT1,KIAA1560,MGC26846
SOGA3	dJ403A15.3
ATP5G1P2	
DUSP23	DUSP25,FLJ20442
THUMPD1	FLJ20274
CHCHD3	FLJ20420,MINOS3,PPP1R22
LSM11	FLJ38273
KRTAP19-9P	KAP19A
DOCK10	KIAA0694,ZIZ3
GUSBP2	SMA3-L,SMAC3L,bA239L20.1,bA239L20.5,bGLU-Lp
RBMY2VP	
SCAMP4	FLJ33847
TSGA10IP	FAM161C,FLJ32880
ATG7	DKFZp434N0735,GSA7
ZNF442	FLJ14356
ZNF601P	D6S2711,PRD51p,dJ313I6.8
PEX26	FLJ20695
C18orf49	
ZNF638	MGC26130,NP220,Zfp638
C6orf165	FLJ25974,dJ382I10.1
SLC16A14	FLJ30794,MCT14
HCG2P7	
SLX4	FANCP,KIAA1784,KIAA1987
HSPB6	FLJ32389,Hsp20
SLAMF8	CD353,SBBI42
KNDC1	FLJ25027,KIAA1768,bB439H18.3
C14orf67	
VENTXP7	HPX42
IL22RA2	CRF2-S1,IL-22BP
BDH2P1	bA758C21.1
OXER1	GPCR,GPR170,TG1019
ZNF599	FLJ30663
C9orf47	FLJ37523,bA791O21.3
OR51B8P	
NPM1P20	
TMED4	HNLF
MED15P1	
ASB14	DKFZp313L0121
ZNRF3	BK747E2.3,FLJ22057,KIAA1133,RNF203
NOTCH2NL	N2N
HACE1	KIAA1320
C6orf98	
SRPX2	SRPUL
DDX55	KIAA1595
ASAH2C	bA98I6.3
RPL12P7	
RBMY2OP	
ST6GALNAC3	
SPG24	
GPR150	PGR11
GPR111	PGR20,hGPCR35
UTP18	CGI-48
CGREF1	CGR11
ELMOD2	MGC10084
ZNF644	BM-005,KIAA1221,MGC60165,MGC70410
HMGB1P14	
DNM1DN10@	
UBQLN1P1	
FIS1	CGI-135,Fis1,H_NH0132A01.6
ANKFY1	ANKHZN,BTBD23,KIAA1255,ZFYVE14
SDHACL	
CANT1	SCAN-1,SHAPY
CELIAC2	CD,GSE
ZNF425	
ACTR6	ARP6,FLJ13433
APLN	XNPEP2,apelin
PARP16	FLJ20509,FLJ25281,pART15
SASH1	KIAA0790,SH3D6A,dJ323M4.1
UNC50	GMH1,UNCL,URP
SYT9	
ZNF415	
C9orf120	
NUP210L	
CEP85L	NY-BR-15,bA57K17.2
GIMAP2	DKFZp586D0824,HIMAP2,IMAP2
FAM50A	9F,DXS9928E,HXC-26,XAP5
KRTAP19-4	KAP19.4
OLFM4	GC1,GW112,OlfD
RHEBL1	FLJ25797,MGC34869
CERKL	
RPL36P3	
CLPSL1	dJ510O8.6
RNF152	FLJ39176
ZNF444	EZF2,FLJ11137,ZSCAN17
MRP63P6	
MED25	ACID1,ARC92,DKFZp434K0512,TCBAP0758
IFNLR1	CRF2/12,IFNLR,IL-28R1
OR5K3	
ARMC8	DKFZP434A043,GID5,HSPC056,VID28
PKD1P2	
SYNCRIP	GRY-RBP,HNRPQ1,NSAP1,dJ3J17.2,hnRNP-Q
YPEL3	MGC10500
YIF1A	54TM,FinGER7,YIF1P
DNM1P19	
ZNF295-AS1	PRED87
SUPT20H	P38IP,SPT20,bA421P11.4
PSMA7P	
C9orf85	MGC61599
FBXO46	20D7-FC4,Fbx46
MPP7	FLJ32798
RNF121	FLJ11099
SLC35F1	dJ230I3.1
C9orf37	
VN1R4	V1RL4
OFD1P7Y	
KCNK18	K2p18.1,TRESK,TRESK-2,TRESK2,TRIK
AREL1	
LCEP2	
SMURF2	
STXBP6	HSPC156,amisyn
RBPMS	HERMES
NUDCD1	CML66,FLJ14991
CGRRF1	CGR19,RNF197
TMEM243	MGC4175,MM-TRAG
ZDHHC16	APH2
BNIP3P1	
ARMCX2	ALEX2,KIAA0512
LRRC31	FLJ23259
KATNBL1	FLJ22557
RPS27AP4	
ZNF594	KIAA1871
DPEP2	
POLR3G	RPC32,RPC7
MFN2	CMT2A2,CPRP1,KIAA0214,MARF
MARVELD3	
GPR89A	UNQ192
GRIP2	KIAA1719
GPSM1	AGS3,DKFZP727I051
CD207	CLEC4K,Langerin
NSUN6	FLJ23743
CCNJP	
EPB41L4B	EHM2
GPD1L	KIAA0089
ZFHX4	FLJ20980,ZFH4
MARCH1	FLJ20668,MARCH-I,RNF171
ARL6IPP1	
ZNF567	MGC45586
CYP2R1	
VSIG4	Z39IG
ENPP7	alk-SMase
MORF4L1P3	MRG11
PALD1	
BMIQ1	
IL17RC	IL17-RL
KRTAP12-3	KRTAP12.3
HCG9	HCGIX,HCGIX-4,HCGIX4,PERB11
ZNF90P2	dJ111M5.3
GAS2L2	GAR17
CKS1BP3	
HOOK2	HK2
C6orf89	BRAP,FLJ25357
EDDM3CP	HE3-GAMMA
ZNF552	FLJ21603
NT5CP2	
LYPLAL1	Q96AV0
MORC2	AC004542.C22.1,KIAA0852,ZCW3
PDCL2	GCPHLP
EFHB	FLJ25200
HNRPLL	
THAP3	
OR10AE3P	
RAC1P3	Psi3Rac1
LDHAP7	
MRX80	
HMGN2P2	
OBFC1	FLJ22559,bA541N10.2
PIPSL	PIP5K1A-PSMD4,PIP5K1P3
RHPN1	KIAA1929,ODF5,RHPN
SMURF1	KIAA1625
ARHGAP11B	B'-T
ARL9	
CDY5P	
VHLL	VLP
HELB	
GRHL3	SOM
MGAT5B	FLJ25132,GnT-IX,GnT-VB
NUSAP1	ANKT,BM037,FLJ13421,LNP,NuSAP1,PRO0310p1,Q0310,SAPL
GSKIP	
GNE	Uae1
SAFB2	KIAA0138
MBOAT2	FLJ14415,FLJ90298
ALG12	ECM39
PEX11G	
FAM83B	FLJ30642
PRSS33	EOS
SLC25A26	
IRF2BP1	DKFZP434M154,IRF-2BP1
ZNF430	FLJ13659
KRTAP13-1	KAP13.1
POP4	RPP29
LY6K	CT97,FLJ35226,HSJ001348
POM121	DKFZP586G1822,DKFZP586P2220,KIAA0618,POM121A
KRT123P	HBB
ZNF473	DKFZP434N043,HZFP100,KIAA1141
LINC00677	
XRRA1	FLJ00225
B4GALNT2	Sda
RPL24P4	dJ125M3.1
C6orf100	dJ25J6.5
TMC7	FLJ21240
PTTG3P	
OTUB1	FLJ20113,FLJ40710
DYDC2	MGC16186,bA36D19.6
MRC2	CD280,CLEC13E,ENDO180,KIAA0709
SNAI3	SMUC,Zfp293
POM121L6P	bA239L20.2
C9orf152	bA470J20.2
ATF7IP2	FLJ12668
ZNF611	MGC5384
KRTAP6-1	C21orf103,KAP6.1
RBP7	CRBPIV
HOMER3	HOMER-3
HSDL1	SDR12C3
SERPINA11	
TRMT10C	FLJ20432,MRPP1
RPL18AP1	
IFIT5	RI58
GLIPR1	GliPR,RTVP1
EXOC7	EXO70,Exo70p,KIAA1067,YJL085W
OFD1P6Y	
THAP10	
ZNF589	SZF1
TRAPPC1	BET5,MUM2
SNX25	SBBI31
RPA4	HSU24186
RPL7AP6	
SGOL1	NY-BR-85
DIXDC1	KIAA1735
PNCK	CaMK1b,MGC45419
DDX43	CT13,DKFZp434H2114,HAGE
DFNB51	
HIST1H2AA	H2AFR,bA317E16.2
WDHD1	AND-1,CHTF4,CTF4
ATP13A1	CGI-152,FLJ31858,KIAA1825
NUTM2E	
ADCK4	COQ8,FLJ12229
PIAS3	FLJ14651,ZMIZ5
EVC2	LBN
MAP1LC3P	HsT312
ZNF525	KIAA1979
OR51B6	
CDC42EP5	Borg3,CEP5
KRTAP10-2	KAP10.2,KAP18.2
MAPK6PS1	Erk3ps1
TIMD4	
C14orf23	
KLHL21	KIAA0469
NOSIP	CGI-25
HECTD1	KIAA1131
NUDCD3	KIAA1068
KRTAP5-11	KRTAP5-6,KRTAP5.11
CAP2	
LSM14A	DKFZP434D1335,RAP55,RAP55A
TMCO3	FLJ20623
RPS5P2	
MRPS23P1	
RPS18P2	
PACS1	FLJ10209,KIAA1175
ZNF653	Zip67
RDH10	SDR16C4
HPS6	FLJ22501
RPP25L	MGC29635,bA296L22.5
TMEM252	MGC34760
ZNF582	FLJ30927
WASF5P	Em:D84394.5
MORF4L1P1	MRG1
RPL18P1	
SLC5A8	AIT
TSPAN16	TM-8,TM4-B
SFR1	FLJ41960,MEI5,bA373N18.1
KCNG4	Kv6.4
HMGCLL1	DKFZP434G1411,bA418P12.1
XPO6	FLJ22519,KIAA0370
ZNF490	KIAA1198
LINC00316	PRED59
STARD3NL	MENTHO,MGC3251
NMNATP	
VPS13C	FLJ10381,FLJ20136,KIAA1421
CAPZA3	CAPPA3,Gsg3
COBLL1	KIAA0977
IQSEC3	KIAA1110,MGC30156
TBPL2	TBP2,TRF3
EPS8L1	DRC3,FLJ20258,MGC23164,MGC4642
GNPTG	CAB56184,c316G12.3
C10orf111	MGC35468,bA455B2.4
NUPL2	CG1,H_RG271G13.9,NLP_1,hCG1
HCG4B	Em:AB023056.16,HCGIV-06,HCGIV-6,HCGIV.5,bCX67J3.3,bPG309N1.1,bQB90C11.3
NFKBIZ	FLJ34463,INAP
CCDC14	DKFZp434L1050,FLJ12892
FAM49B	BM-009
DFNA52	
NKRF	ITBA4,NRF
AAK1	DKFZp686K16132,KIAA1048
PLXDC1	TEM3,TEM7
RPL13AP5	bA196N24.2
